,0
Crystallogobius linearis,species
Gobius cruentatus,species
Thorogobius ephippiatus,species
Conger conger,species
Spinachia spinachia,species
Trisopterus minutus,species
Gaidropsarus vulgaris,species
Labrus bergylta,species
Labrus mixtus,species
Centrolabrus exoletus,species
Pollachius pollachius,species
Scyliorhinus canicula,species
Scyliorhinus stellaris,species
Ctenolabrus rupestris,species
Symphodus melops,species
Molva molva,species
Lipophrys pholis,species
Coryphoblennius galerita,species
Pagellus bogaraveo,species
Solea solea,species
Microstomus kitt,species
Limanda limanda,species
Arnoglossus laterna,species
Phrynorhombus norvegicus,species
Zeugopterus punctatus,species
Chelon labrosus,species
Atherina presbyter,species
Eutrigla gurnardus,species
Cyclopterus lumpus,species
Liparis montagui,species
Hyperoplus lanceolatus,species
Hyperoplus immaculatus,species
Mullus surmuletus,species
Trachurus trachurus,species
Trisopterus luscus,species
Merlangius merlangius,species
Gadhus morhua,species
Psetta maxima,species
Scophthalmus rhombus,species
Cetorhinus maximus,species
Hippocampus hippocampus,species
Syngnathus acus,species
Halichoerus grypus,species
Apodemus sylvaticus,species
Sorex minutus,species
Rattus norvegicus,species
Rana temporaria,species
Triturus vulgaris,species
Ardea cinera,species
Phalacrocorax aristotelis,species
Amphipoda spp.,genus
Unidentified detritus,unclassified
Macrophyte,unclassified
Achnanthes sp. (small),genus
Cocconeis sp.,genus
Navicula bicephala,species
Microspora sp.,genus
Aoteapsyche sp. ,genus
Terrestrial Invertebrates,unclassified
Achnanthes lanceoloata,species
Achnanthes saxonica,species
Cymbella aspera,species
Gomphonema cf. olivaceum,species
Gomphonema subclavatum,species
Aucalosira sp.,genus
Spirogyra,genus
Audouinella,genus
Eukiefidrella,genus
Pirara,genus
Aoteapsyche sp.,genus
Oligochaete Type II,family+
Aphrophila noevaezelandiae,species
Moss cells,unclassified
Cymbella kappii,species
Cymbella minuta,species
Frustulia rhomboides,species
Navicula avenacea,species
Nitzschia sp. (small),genus
Pinnularia sp. (large),genus
Surirella (small),genus
Oedogonium,genus
Austroperla cyrene,species
Unknown green algae filaments,unclassified
Austrosimulium australense,species
Navicula rhynchocephala,species
Nitzschia sp. (large),genus
Pinnularia (small - mesolepta??),genus
Maoridiamesea,genus
Achnanthes linearis,species
Naonella,genus
Cymbella cuspidata,species
Stictocladius,genus
Coloburiscus humeralis,species
Stephanodiscus sp.,genus
Caloneis sp. ?,genus
Stauroneis sp.,genus
Costachorema xanthoptera,species
Deleatidium spp.,genus
Gomphoneis herculeana,species
Helicopsyche albescens,species
Hudsonema amabilis,species
Hydora nitida adult,species
Hydora nitida larva,species
Hydrobiosid sp.,genus
Pycnocentrodes evecta ,species
Megaleptoperla grandis,species
Zealandoperla/Acroperla sp. ,genus
Nothodixa sp.,genus
Oligochaete Type I,family+
Diatoma heimale,species
Eunotia sp. large,genus
Olinga feredayii,species
Orchymontia sp. ,genus
Pelicypod sp. ,genus
Rhoicosphenia curvata,species
Philorheithrus agilis,species
Polyplectropus puerilis,species
Potamopyrgus antipodarum ,species
Psilochorema bidens,species
Pycnocentria sp. ,genus
Rhopalodia novae zelandicae,species
Scirtid sp. (Broad type),genus
Stratiomyid sp. ,genus
Fragilaria spp.,genus
Zealolessica cheira,species
Psilachorema bidens ,species
Ulothrix,genus
Gomphonema sp. (skinny - tenue??),genus
Archichauliodes diversus,species
Terrestrial invertebrates,unclassified
Austrosimulium australense ,species
Gomphonema truncatum,species
Synedra rumpens,species
Unknown orthoclad,unclassified
Epithemia sorex,species
Blue-green algae,unclassified
Larsia II,genus
unknown red algae spp.,unclassified
Podonomus,genus
Polypedellum,genus
Surirella tenera ??,species
Hydrobiosid spp. ,genus
Asterionella sp.,genus
Navicula cf. radiosa,species
Hudsonema aliena,species
Hydora nitida larvae,species
Hydraena homalaena sp. (type H2),species
Oligochaeta type II,family+
Nannochorista philpotti,species
Oligochaeta type I,family+
Oligochaeta type weak-long-short,family+
Olinga feredayi,species
Hydraena orchymontia ,species
Oxyethira albiceps,species
Pycnocentria spp.,genus
Pycnocentrodes evecta,species
Amphora sp.,genus
Scirtid sp. (Skinny type),genus
Tanyderid sp. ,family+
Zealandoperla sp.,genus
Psilachorema bidens,species
Acroperla sp.,genus
Aoteaphsyche sp.,genus
Epithemia zebra,species
Deleatidium spp. ,genus
Hydrobiosid sp. ,genus
Mougeotia sp.,genus
Austroclima jollyae,species
Ceratopogonid sp. ,genus
Gomphonema acuminatum,species
Cricotopus II,genus
Diploneis sp.,genus
Larsia I ,genus
Cricotopus I ,genus
Hexatomini sp. ,genus
cf. Batrachospermum?? ,genus
Hydrobiosella sp. ,genus
Hydrobiosis parumbripennis,species
Megaleptoperla diminuta,species
Oniscogaster sp.,genus
Stenoperla prasinia,species
Nesameletus ornatus ,species
Oeconesus sp. ,genus
Paralimnophora skusei,species
Paranephrops zealandicus,species
Podaena sp. ,genus
Potamopurgus antipodarum,species
Unknown green algal filaments,unclassified
Pycnocentria sp.,genus
Zealandobius confusus type,genus
Amelotopsis perscitus,species
Terrestial invertebrates,unclassified
Oniscigaster sp.,genus
Aoteapsyche spp.,genus
Hydrobiosella stenocera,species
Plant (macrophyte) cells,unclassified
Acnanthidium lanceolata,species
Acnanthidium linearis,species
Eunotia spp.,genus
Melosira italica/distans,genus
Pinnularia mesoleptus,species
Surirella sp.,genus
Atalophlebioides cromwelli,species
Baraeoptera roria,species
Hydora nitida (adult),species
Pycnocentrodes spp.,genus
Tiphobiosis sp.,genus
Gomphonema berggreni,species
Acnanthidium saxonica ,species
Oedogonium sp.,genus
Acnanthidium minutissima,species
Tanytarsini II,family+
Tanypodini,family+
Tanytarsini  ,family+
Eriopterini sp.,genus
Hydora nitida (larva),species
Audouinella sp.,genus
Nesameletus ornatus,species
Hydrobiosis spathulata/charadera,genus
Hydrobiosis type 'Black Pronotum',genus
Megaleptoperla sp.,genus
Orychmontia sp.,genus
Orchymontia sp.,genus
Podaena sp.,genus
Scirtid broad,unclassified
Tanyderidae sp.,family+
Zephlebia spectabilis,species
Anguilla dieffenbachii,species
Galaxias depressiceps,species
Gobiomorphus breviceps,species
Archicaulioides diversus,species
Sephanodiscus sp.,genus
Eriopterini sp. ,genus
Hydrobiosis silvicola/clavigera,genus
Oligochaeta Type I,family+
Tabanid sp. ,family+
Zealandoperla/Acroperla sp.,genus
Galaxias sp.,genus
Acroperla trivacuata,species
Acnantidium linearis,species
Acnantidium lanceolata,species
Acnantidium minutissima,species
Larsia I,genus
Green algae unid.,unclassified
Psychodidae sp.,genus
Scirtidae larvae,genus
Galaxiidae anomalus,species
Galaxiidae new sp.,genus
Archicauliodes diversus,species
Meiofauna,unclassified
Austraclima jollyae,species
Unknown green algae species,unclassified
Tanytarsini I ,family+
Helicopsyche albescens ,species
Hexatomini sp.,genus
Hydraena homalaena ( Type H1),species
Hydraena homalaena (Type H2),species
Hydraena orchymontia,species
Paroxyethira eatoni/hintoni,genus
Scirtid sp. larvae (Broad type),genus
Scirtid sp. larvae (Skinny type),genus
Scirtid spp. adult,genus
Fragilaria spp,genus
Sirodotia,genus
Batrachospermum,genus
Ephydrella sp.,genus
Molophilus sp. ,genus
Melosira distans/italica,genus
Oligochaeta type i,family+
Oligochaeta type ii,family+
Anguila diffenbachii,species
Cymbella sp.,genus
Hantzschia sp.,genus
Unknown  green algal filaments,unclassified
Rhopalodia novae zelandiae,species
ArchichaulioidesÊdiversus,species
Ceratopogonid sp.,genus
Rhopalodia musculus,species
Mougeotia?,genus
Unknown green algal cells,unclassified
Galaxias sp. ,genus
Acnanthidium lanceoloata,species
Cyclotella stelligera,species
Eunotia miesteri,species
Fragilaria brevistriata,species
Gomphonema constrictum,species
Pinnularia viridis,species
Surirella sp. (large),genus
Aphrophila noevaezelandiae ,species
Epithemia turgida,species
Gyrosigma spencerii,species
Navicula mutica,species
Surirella sp. (small),genus
Hydraena homolaena,species
Navicula gastrum,species
Podaena sp. (larva),genus
Navicula hungarica,species
Scrtid sp. (larva),genus
Archicauliodes diversus ,species
Pycnocentria spp. ,genus
Copepoda,unclassified
PhytoP,unclassified
Tetraclita stalactifera,species
Colomastigidae,family+
Sebidae,family+
Polychaeta,family+
Lottia subrugosa,species
Lischkeia,genus
Nodilittorina lineolata,species
Stramonita haemastoma,species
Clibanarius vittatus,species
Mytilaster solisianus,species
Eriphia gonagra,species
Bachelotia sp,genus
Pachygrapsus transversus,species
Strombus sp.,genus
Morula nodulosa,species
Bunodosoma caissarum,species
Odontesthes argentinensis,species
Alpheus formosus,species
Palaemon northropi,species
Bryopsis sp,genus
Gammaridae,family+
Bathygobius soporator,species
Hymeniacidon heliophila,species
Petaloconchus sp,genus
Microphrys bicornutus,species
Isognomon bicolor,species
Cuspidariidae,family+
Renilla sp,genus
Ischnochiton striolatus,species
Tegula viridula,species
Columbellidae,family+
Sargassum cymosum,species
Padina sp.,genus
Dictyota sp,genus
Bostrychia sp.,genus
Hypnea musciformis,species
Amphiroa sp,genus
Rhizoclonium riparium,species
Sphacelaria sp,genus
Asteronema breviarticulatum,species
Acanthophora spicifera,species
Plathelminthes,unclassified
Fissurella clenchi,species
Caulerpa racemosa,species
Colpomenia peregrina,species
Cumacea,family+
Oedicerotidae,family+
Potamididae,family+
Bunodosoma cangicum,species
Holothuria grisea,species
Barbatia candida,species
Litopenaeus schmitti,species
Lithophyllum,unclassified
Eurypanopeus abreviatus,species
Pagurus sp.,genus
Cronius ruber,species
Atherina boyeri,species
Diplodus sargus sargus,species
Palaemon longirostris,species
Liza ramada,species
Musculus costulatus,species
Petricolinae,family+
Cardiidae,family+
Turritellidae,family+
Chthamalus sp.,genus
Ophiuroidea,family+
Lepadogaster lepadogaster,species
Actinia equina,species
Actinia fragacea,species
Actinothoe sphyrodeta,species
Palaemon elegans,species
Pantopoda,family+
Acanthochitona crinita,species
Lepidochitona cinerea,species
Leptochiton algesirensis,species
Gibbula umbilicalis,species
Rissoidae,family+
Omalogyra atomus,species
Barleeia sp.,genus
Aplysia punctata,species
Sphaeromatidae,family+
Ampithoidae,family+
Stenothoidae,family+
Lophozozymus incisus,species
Pirimela denticulata,species
Codium sp.,genus
Leathesia marina,species
Bifurcaria bifurcata,species
Cystoseira sp.,genus
Nassariidae,family+
Lithophyllum sp.,species
Aeolidia papillosa,species
Turridae,family+
Phorcus lineatus,species
Nucella sp.,genus
Ellisolandia elongata,species
Turbellaria,family+
Caprella sp.,genus
Aulactinia verrucosa,species
Sagartia elegans,species
Lipophrys trigloides,species
Patella depressa,species
Patella ulyssiponensis,species
Nemertea,unclassified
Lysianassidae,family+
Calliopidae,family+
Octopus vulgaris,species
Holothuria sp.,genus
Solecurtus strigilatus,species
Eriphia verrucosa,species
Angulus tenuis,species
Ceramium virgatum,species
Palaemon adspersus,species
Patella rustica,species
Ceramium ciliatum,species
Chrysallida pellucida,species
Lithophyllum byssoides,species
Pachygrapsus marmoratus,species
Bathygobius fuscus,species
Anemonia natalensis,species
Antennablennius bifilum,species
Tedania anhelans,species
Chthamalus dentatus,species
Palythoa nelliae,species
Zoanthus sansibaricus,species
Tetraclita spp.,genus
Diplosoma modestum,species
Aplidium lubricum,species
Geodia sp.,genus
Hymeniacidon sp.,genus
Haliclona sp.,genus
Ophiurida,family+
Metopograpsus messor,species
Caulerpa racemosa v. uvifera,species
Parvulastra exigua,species
Amphitoidae,family+
Clibanarius virescens,species
Cirolanidae,family+
Caulerpa zeyheri,species
Morula uva,species
Tenguella granulata,species
Cladophora herpestica,species
Neomeris vanbosseae,species
Valonia macrophysa,species
Ulva sp.,genus
Laurencia flexuosa,species
Laurencia pumila,species
Jania intermedia,species
Gelidiella acerosa,species
Pterocladia sp.,genus
Hypnea sp.,genus
Canistrocarpus cervicornis,species
Dictyopteris delicatula,species
Dictyota sp.,genus
Lobophora variegata,species
Padina boryana,species
Sargassum elegans,species
Colpomenia sinuosa,species
Hydroclathrus clathratus,species
Triphoridae,family+
Mitridae,species
Conus ebraeus,species
Conus tinianus,species
Valoniopsis pachynema,species
Istigobius sp.,genus
Istiblennius edentulus,species
Isaurus tuberculatus,species
Bryozoa,unclassified
Holothuria cinerascens,species
Musculus sp.,genus
Septifer bilocularis,species
Pinnidae,family+
Dendropoma tholia,species
Diodora sp.,genus
Orthoprotella mayeri,species
Littorinidae,family+
Halimeda cuneata,species
Thalessa savignyi,species
Gelidium sp.,genus
Dichotomaria marginata,species
Hormophysa cuneiformis,species
Polycladia myrica,species
Sargassum aquifolium,species
Chnoospora minima,species
Platyhelminthes,unclassified
Acanthonyx quadridentatus,species
Menaethius monoceros,species
Perna perna,species
Calcinus laevimanus,species
Helcogramma obtusirostris,species
Charybdis natator,species
Chamaedoris delphinii,species
Dictyosphaeria cavernosa,species
Chondria armata,species
Osmundaria melvillii,species
Gracilaria corticata,species
Gracilaria salicornia,species
Dictyopteris longifolia,species
Amphilochidae,family+
Thalamita crenata,species
Iotrochota purpurea,species
Sycon sp.,genus
Actinothoe sp.,genus
Pyramidellidae,species
Modiolula sp.,genus
Turtonia sp.,genus
Bryopsis pennata,species
Tricolia sp.,genus
Ischnochiton sp.,species
Janiridae,family+
Codium prostratum,species
Griffithsia sp.,genus
Gracilaria truncata,species
Ceratodictyon sp.,genus
Epitoniidae,family+
Mancinella alouina,species
Scartella emarginata,species
Bunodactis reynaudi,species
Skeneopsidae,family+
Porcellana sp.,genus
Echinometra mathaei,species
Chiton sp.,genus
Oxystele spp.,genus
Codium lucasii,species
Halimeda tuna,species
Pseudocodium devriesii,species
Cladophora vagabunda,species
Acrosorium sp.,genus
Aeolidiidae,family+
Capulidae,family+
Purpura panama,species
Caulerpa scalpelliformis denticulata,species
Pneophyllum amplexifrons,species
Liagora ceranoides,species
Plocamium sp.,genus
Splachnidium rugosum,species
Hydrozoa,family+
Physalia physalis,species
Barbatia obliquata,species
Caulerpa cupressoides,species
Parvocaulis parvulus,species
Dictyopteris macrocarpa,species
Architectonicidae,family+
Eriphia smithii,species
Afrocucumis africana,species
Acanthochitonidae,family+
Melitidae,family+
Peristernia forskalii,species
Amphiroa sp.,genus
Turbinaria ornata,species
Megabalanus tintinnabulum,species
Chaetomorpha gracilis,species
Echinometra lucunter,species
Talitridae,family+
Cinachyrella alloclada,species
Brachidontes sp.,genus
Isaurus sp.,genus
Eudistoma vannamei,species
Phallusia nigra,species
Eulithidium affine,species
Ophiura sp.,genus
Protopalythoa variabilis,species
Idotea,genus
Clibanarius antillensis,species
Engina turbinella,species
Bryopsis plumosa,species
Menippe nodifrons,species
Caulerpa prolifera,species
Caulerpa scalpelliformis,species
Codium decorticatum,species
Valonia aegagropila,species
Padina gymnospora,species
Sargassum vulgare,species
Sphacelaria sp.,species
Corallina sp.,genus
Gracilaria domingensis,species
Cryptonemia crenulata,species
Plocamium brasiliense,species
Mycale sp.,genus
Cystodytes dellechiajei,species
Olivancillaria sp.,unclassified
Anemonia sargassensis,species
Sipunculidae,family+
Hippolyte obliquimanus,species
Columbella mercatoria,species
Ischnoplax pectinata,species
Dictyota menstrualis,species
Harparticoida,family+
Fissurella rosea,species
Epialtus brasiliensis,species
Chthamalus bisinuatus,species
Spatoglossum schroederi,species
Cerithium atratum,species
Gracilaria sp.,species
Diplodonta sp.,genus
Callinectes sp.,genus
Centroceras clavulatum,species
Chondria curvilineata,species
Tedania sp.,genus
Siderastrea sp.,genus
Aplysia dactylomela,species
Dictyota mertensii,species
Gracilaria Birdiae,species
Aurantilaria aurantiaca,species
Zoanthus sociatus,species
Polysyncraton amethysteum,species
Panopeus herbstii,species
Neogonodactylus sp.,species
Lithopoma phoebium,species
Haemulon parra,species
Spirorbis sp.,genus
Mangelia sp.,genus
Callinectes ornatus,species
Bryopsis sp.,genus
Caulerpa sp.,genus
Didemnum granulatum,species
Gelidium pusillum,species
Boonea jadisi,species
Lysmata sp.,species
Sphoeroides sp.,genus
Odostomia sp.,genus
Astyris lunata,species
Panopeus sp.,genus
Chaetomorpha gracilaris,species
Leptopecten sp.,genus
Idoteidae,family+
Balanus sp.,genus
Porifera,unclassified
Ectoprocta,unclassified
Tricolia pullus,species
Porcellana platycheles,species
Chiton olivaceus,species
Onchidella celtica,species
Gelidium corneum,species
Felimida purpureaÃ¡,species
Epitonium clathrus,species
Diaphorodoris papillata,species
Saccorhiza polyschides,species
Dictyopteris polypodioides,species
Venerupis sp.,genus
Anthura sp.,genus
Lepidotrigla sp.,genus
Xantho pilipes,species
Gelidium spinosum,species
Procerodes sp.,genus
Mysida,family+
Laurencia pinnatifida,species
Turtonia minuta,species
Munnidae,family+
Sargassum sp.,genus
Barnea candida,species
Modiolula phaseolina,species
Gracilariopsis longissima,species
Rhodymenia pseudopalmata,species
Littorina sp.,genus
Ocenebra erinaceus,species
Hippolyte varians,species
Calliostoma zizyphinum,species
Jania sp.,genus
Heterosiphonia sp.,genus
Halacaridae,family+
Corallina officinalis,species
Porphyra sp.,genus
Jaera sp.,genus
Leucothoidae,family+
Padina pavonica,species
Ischyroceridae,family+
Austrominius modestus,species
Membranipora membranaceae,species
Procerodes littoralis,species
Gibbula cineraria,species
Oshurkovia littoralis,species
Rhodomela confervoides,species
Spirorbis spirorbis,species
Ascophyllum nodosum,species
Nymphon gracile,species
Ulva linza,species
Ulva intestinalis,species
Saccharina latissima,species
Polysiphonia sp.,genus
Lomentaria articulata,species
Mastocarpus stellatus,species
Furcellaria lumbricalis,species
Ophiocomina nigra,species
Lineus ruber,species
Nucella lapillus,species
Lithophyllum incrustans,species
Batzella inops,species
Priapulida,unclassified
Caulerpa webbiana,species
Parablennius parvicornis,species
Cladophora prolifera,species
Halopteris filicina,species
Tricleocarpa cylindrica,species
Amphipholis squamata,species
Cystoseira abies-marina,species
Rhodomelaceae,unclassified
Dictyota bartayresiana,species
Laurencia sp.,genus
Thalassoma pavo,species
Gobius sp.,genus
Grapsus adscensionis,species
Acanthonyx lunulatus,species
Cladostephus spongiosus,species
Liagora sp.,genus
Gibbula pennanti,species
Codium adhaerens,species
Valonia sp.,genus
Ophiactis savignyiÃ¡,species
Malacoctenus delalandii,species
Mytilus sp.,genus
Fabricia stellaris,species
Eteone longa,species
Eteone sp.,genus
Gammarus oceanicus,species
Aulactinia stella,species
Ulvaria obscura,species
Testudinalia testudinalis,species
Dictyosiphon foeniculaceus,species
Fucus,genus
Ralfsia verrucosa,species
Rhodomela lycopodioides,species
Clathromorphum circumscriptum,species
Hildenbrandia rubra,species
Wildemania miniata,species
Diatomophyceae,unclassified
Pholoe minuta,species
Petalonia fascia,species
Alitta virens,species
Monostroma grevillei,species
Coilodesme bulligera,species
Balanus crenatus,species
Jaera (Jaera) albifrons,species
Ralfsia fungiformis,species
Gayralia oxysperma,species
Sertulariidae,family+
Ammotheidae,family+
Stypocaulon scoparium,species
Lepadogaster zebrina,species
Ceramium sp.,genus
Hydrobia sp.,genus
Iphimediidae,family+
Polinices sp.,genus
Callianassidae,family+
Turbonilla sp.,genus
Polydora sp.,genus
Skeneopsis planorbis,species
zooplancton,unclassified
Antithamnion sp.,genus
Pholoe sp.,genus
Naineris quadricuspida,species
Acari,unclassified
Polydora websteri,species
Nereis sp.,genus
Anemonia viridis,species
Chorda filum,species
Sargassum muticum,species
Halurus equisetifolius,species
Phymatolithon calcareum,species
Nemalion helminthoides,species
Procladius sagittalis,species
Tanytarsus bruchonidae,species
Glyptotendipes pallens,species
Chironomus dorsalis,species
Corynoneura scutellata,species
Chydorus latus,species
Scapaloberis mucronata,species
Enchytraidae sp.,family+
Limnephilus marmoratus,species
Lumbriculus variegatus,species
Holocentropus picicornis,species
Hydroporus erythrocephalus,species
Sigara semistriata,species
Arctocorisa germari,species
Hesperocorixa sahlbergi,species
Hesperocorixa linnei,species
Corixa punctata,species
Corixa dentipes,species
Callicorixa praeusta,species
Dytiscus marginalis,species
Illybius fuliginosus,species
Agabus bipustulatus,species
Agabus sturmii,species
Notonecta glauca,species
Sympetrum scoticum,species
Aeshna juncea,species
Lestes sponsa,species
Enallagma cyathigerum,species
Argyroneta aquatica,species
detritus,unclassified
